STATISTIC Label,year,month,Selected Base Reference Period,UNIT,VALUE
Consumer Price Index,2012,December,Base November 1989=100,Base = 100,173.9
Consumer Price Index,2012,December,Base November 1996=100,Base = 100,147.4
Consumer Price Index,2012,December,Base December 2001=100,Base = 100,124.7
Consumer Price Index,2012,December,Base December 2006=100,Base = 100,105.6
Consumer Price Index,2012,December,Base December 2011=100,Base = 100,101.2
Consumer Price Index,2012,December,Base December 2016=100,Base = 100,100
Consumer Price Index,2012,December,Base December 2023=100,Base = 100,82.5
Consumer Price Index,2013,January,Base July 1914=100,Base = 100,
Consumer Price Index,2013,January,Base August 1947=100,Base = 100,
Consumer Price Index,2013,January,Base August 1953=100,Base = 100,
Consumer Price Index,2013,January,Base November 1968=100,Base = 100,
Consumer Price Index,2013,January,Base November 1975=100,Base = 100,668.8
Consumer Price Index,2013,January,Base November 1982=100,Base = 100,244.3
Consumer Price Index,2013,January,Base November 1989=100,Base = 100,173.2
Consumer Price Index,2013,January,Base November 1996=100,Base = 100,146.7
Consumer Price Index,2013,January,Base December 2001=100,Base = 100,124.1
Consumer Price Index,2013,January,Base December 2006=100,Base = 100,105.2
Consumer Price Index,2013,January,Base December 2011=100,Base = 100,100.7
Consumer Price Index,2013,January,Base December 2016=100,Base = 100,99.5
Consumer Price Index,2013,January,Base December 2023=100,Base = 100,82.2
Consumer Price Index,2013,February,Base July 1914=100,Base = 100,
Consumer Price Index,2013,February,Base August 1947=100,Base = 100,
Consumer Price Index,2013,February,Base August 1953=100,Base = 100,
Consumer Price Index,2013,February,Base November 1968=100,Base = 100,
Consumer Price Index,2013,February,Base November 1975=100,Base = 100,673.7
Consumer Price Index,2013,February,Base November 1982=100,Base = 100,246.1
Consumer Price Index,2013,February,Base November 1989=100,Base = 100,174.4
Consumer Price Index,2013,February,Base November 1996=100,Base = 100,147.8
Consumer Price Index,2013,February,Base December 2001=100,Base = 100,125
Consumer Price Index,2013,February,Base December 2006=100,Base = 100,105.9
Consumer Price Index,2013,February,Base December 2011=100,Base = 100,101.5
Consumer Price Index,2013,February,Base December 2016=100,Base = 100,100.3
Consumer Price Index,2013,February,Base December 2023=100,Base = 100,82.8
Consumer Price Index,2013,March,Base July 1914=100,Base = 100,
Consumer Price Index,2013,March,Base August 1947=100,Base = 100,
Consumer Price Index,2013,March,Base August 1953=100,Base = 100,
Consumer Price Index,2013,March,Base November 1968=100,Base = 100,
Consumer Price Index,2013,March,Base November 1975=100,Base = 100,676.9
Consumer Price Index,2013,March,Base November 1982=100,Base = 100,247.2
Consumer Price Index,2013,March,Base November 1989=100,Base = 100,175.3
Consumer Price Index,2013,March,Base November 1996=100,Base = 100,148.5
Consumer Price Index,2013,March,Base December 2001=100,Base = 100,125.6
Consumer Price Index,2013,March,Base December 2006=100,Base = 100,106.4
Consumer Price Index,2013,March,Base December 2011=100,Base = 100,101.9
Consumer Price Index,2013,March,Base December 2016=100,Base = 100,100.7
Consumer Price Index,2013,March,Base December 2023=100,Base = 100,83.2
Consumer Price Index,2013,April,Base July 1914=100,Base = 100,
Consumer Price Index,2013,April,Base August 1947=100,Base = 100,
Consumer Price Index,2013,April,Base August 1953=100,Base = 100,
Consumer Price Index,2013,April,Base November 1968=100,Base = 100,
Consumer Price Index,2013,April,Base November 1975=100,Base = 100,677
Consumer Price Index,2013,April,Base November 1982=100,Base = 100,247.3
Consumer Price Index,2013,April,Base November 1989=100,Base = 100,175.3
Consumer Price Index,2013,April,Base November 1996=100,Base = 100,148.5
Consumer Price Index,2013,April,Base December 2001=100,Base = 100,125.6
Consumer Price Index,2013,April,Base December 2006=100,Base = 100,106.4
Consumer Price Index,2013,April,Base December 2011=100,Base = 100,101.9
Consumer Price Index,2013,April,Base December 2016=100,Base = 100,100.7
Consumer Price Index,2013,April,Base December 2023=100,Base = 100,83.2
Consumer Price Index,2013,May,Base July 1914=100,Base = 100,
Consumer Price Index,2013,May,Base August 1947=100,Base = 100,
Consumer Price Index,2013,May,Base August 1953=100,Base = 100,
Consumer Price Index,2013,May,Base November 1968=100,Base = 100,
Consumer Price Index,2013,May,Base November 1975=100,Base = 100,676
Consumer Price Index,2013,May,Base November 1982=100,Base = 100,246.9
Consumer Price Index,2013,May,Base November 1989=100,Base = 100,175
Consumer Price Index,2013,May,Base November 1996=100,Base = 100,148.3
Consumer Price Index,2013,May,Base December 2001=100,Base = 100,125.5
Consumer Price Index,2013,May,Base December 2006=100,Base = 100,106.3
Consumer Price Index,2013,May,Base December 2011=100,Base = 100,101.8
Consumer Price Index,2013,May,Base December 2016=100,Base = 100,100.6
Consumer Price Index,2013,May,Base December 2023=100,Base = 100,83.1
Consumer Price Index,2013,June,Base July 1914=100,Base = 100,
Consumer Price Index,2013,June,Base August 1947=100,Base = 100,
Consumer Price Index,2013,June,Base August 1953=100,Base = 100,
Consumer Price Index,2013,June,Base November 1968=100,Base = 100,
Consumer Price Index,2013,June,Base November 1975=100,Base = 100,676.6
Consumer Price Index,2013,June,Base November 1982=100,Base = 100,247.1
Consumer Price Index,2013,June,Base November 1989=100,Base = 100,175.2
Consumer Price Index,2013,June,Base November 1996=100,Base = 100,148.4
Consumer Price Index,2013,June,Base December 2001=100,Base = 100,125.6
Consumer Price Index,2013,June,Base December 2006=100,Base = 100,106.4
Consumer Price Index,2013,June,Base December 2011=100,Base = 100,101.9
Consumer Price Index,2013,June,Base December 2016=100,Base = 100,100.7
Consumer Price Index,2013,June,Base December 2023=100,Base = 100,83.1
Consumer Price Index,2013,July,Base July 1914=100,Base = 100,
Consumer Price Index,2013,July,Base August 1947=100,Base = 100,
Consumer Price Index,2013,July,Base August 1953=100,Base = 100,
Consumer Price Index,2013,July,Base November 1968=100,Base = 100,
Consumer Price Index,2013,July,Base November 1975=100,Base = 100,676
Consumer Price Index,2013,July,Base November 1982=100,Base = 100,246.9
Consumer Price Index,2013,July,Base November 1989=100,Base = 100,175
Consumer Price Index,2013,July,Base November 1996=100,Base = 100,148.3
Consumer Price Index,2013,July,Base December 2001=100,Base = 100,125.5
Consumer Price Index,2013,July,Base December 2006=100,Base = 100,106.3
Consumer Price Index,2013,July,Base December 2011=100,Base = 100,101.8
Consumer Price Index,2013,July,Base December 2016=100,Base = 100,100.6
Consumer Price Index,2013,July,Base December 2023=100,Base = 100,83.1
Consumer Price Index,2013,August,Base July 1914=100,Base = 100,
Consumer Price Index,2013,August,Base August 1947=100,Base = 100,
Consumer Price Index,2013,August,Base August 1953=100,Base = 100,
Consumer Price Index,2013,August,Base November 1968=100,Base = 100,
Consumer Price Index,2013,August,Base November 1975=100,Base = 100,676.4
Consumer Price Index,2013,August,Base November 1982=100,Base = 100,247.1
Consumer Price Index,2013,August,Base November 1989=100,Base = 100,175.1
Consumer Price Index,2013,August,Base November 1996=100,Base = 100,148.4
Consumer Price Index,2013,August,Base December 2001=100,Base = 100,125.5
Consumer Price Index,2013,August,Base December 2006=100,Base = 100,106.3
Consumer Price Index,2013,August,Base December 2011=100,Base = 100,101.9
Consumer Price Index,2013,August,Base December 2016=100,Base = 100,100.7
Consumer Price Index,2013,August,Base December 2023=100,Base = 100,83.1
Consumer Price Index,2013,September,Base July 1914=100,Base = 100,
Consumer Price Index,2013,September,Base August 1947=100,Base = 100,
Consumer Price Index,2013,September,Base August 1953=100,Base = 100,
Consumer Price Index,2013,September,Base November 1968=100,Base = 100,
Consumer Price Index,2013,September,Base November 1975=100,Base = 100,675.8
Consumer Price Index,2013,September,Base November 1982=100,Base = 100,246.8
Consumer Price Index,2013,September,Base November 1989=100,Base = 100,175
Consumer Price Index,2013,September,Base November 1996=100,Base = 100,148.2
Consumer Price Index,2013,September,Base December 2001=100,Base = 100,125.4
Consumer Price Index,2013,September,Base December 2006=100,Base = 100,106.2
Consumer Price Index,2013,September,Base December 2011=100,Base = 100,101.8
Consumer Price Index,2013,September,Base December 2016=100,Base = 100,100.6
Consumer Price Index,2013,September,Base December 2023=100,Base = 100,83
Consumer Price Index,2013,October,Base July 1914=100,Base = 100,
Consumer Price Index,2013,October,Base August 1947=100,Base = 100,
Consumer Price Index,2013,October,Base August 1953=100,Base = 100,
Consumer Price Index,2013,October,Base November 1968=100,Base = 100,
Consumer Price Index,2013,October,Base November 1975=100,Base = 100,674.5
Consumer Price Index,2013,October,Base November 1982=100,Base = 100,246.4
Consumer Price Index,2013,October,Base November 1989=100,Base = 100,174.6
Consumer Price Index,2013,October,Base November 1996=100,Base = 100,148
Consumer Price Index,2013,October,Base December 2001=100,Base = 100,125.2
Consumer Price Index,2013,October,Base December 2006=100,Base = 100,106
Consumer Price Index,2013,October,Base December 2011=100,Base = 100,101.6
Consumer Price Index,2013,October,Base December 2016=100,Base = 100,100.4
Consumer Price Index,2013,October,Base December 2023=100,Base = 100,82.9
Consumer Price Index,2013,November,Base July 1914=100,Base = 100,
Consumer Price Index,2013,November,Base August 1947=100,Base = 100,
Consumer Price Index,2013,November,Base August 1953=100,Base = 100,
Consumer Price Index,2013,November,Base November 1968=100,Base = 100,
Consumer Price Index,2013,November,Base November 1975=100,Base = 100,673.5
Consumer Price Index,2013,November,Base November 1982=100,Base = 100,246
Consumer Price Index,2013,November,Base November 1989=100,Base = 100,174.4
Consumer Price Index,2013,November,Base November 1996=100,Base = 100,147.7
Consumer Price Index,2013,November,Base December 2001=100,Base = 100,125
Consumer Price Index,2013,November,Base December 2006=100,Base = 100,105.9
Consumer Price Index,2013,November,Base December 2011=100,Base = 100,101.4
Consumer Price Index,2013,November,Base December 2016=100,Base = 100,100.2
Consumer Price Index,2013,November,Base December 2023=100,Base = 100,82.8
Consumer Price Index,2013,December,Base July 1914=100,Base = 100,
Consumer Price Index,2013,December,Base August 1947=100,Base = 100,
Consumer Price Index,2013,December,Base August 1953=100,Base = 100,
Consumer Price Index,2013,December,Base November 1968=100,Base = 100,
Consumer Price Index,2013,December,Base November 1975=100,Base = 100,673.4
Consumer Price Index,2013,December,Base November 1982=100,Base = 100,246
Consumer Price Index,2013,December,Base November 1989=100,Base = 100,174.3
Consumer Price Index,2013,December,Base November 1996=100,Base = 100,147.7
Consumer Price Index,2013,December,Base December 2001=100,Base = 100,125
Consumer Price Index,2013,December,Base December 2006=100,Base = 100,105.9
Consumer Price Index,2013,December,Base December 2011=100,Base = 100,101.4
Consumer Price Index,2013,December,Base December 2016=100,Base = 100,100.2
Consumer Price Index,2013,December,Base December 2023=100,Base = 100,82.7
Consumer Price Index,2014,January,Base July 1914=100,Base = 100,
Consumer Price Index,2014,January,Base August 1947=100,Base = 100,
Consumer Price Index,2014,January,Base August 1953=100,Base = 100,
Consumer Price Index,2014,January,Base November 1968=100,Base = 100,
Consumer Price Index,2014,January,Base November 1975=100,Base = 100,669.8
Consumer Price Index,2014,January,Base November 1982=100,Base = 100,244.7
Consumer Price Index,2014,January,Base November 1989=100,Base = 100,173.4
Consumer Price Index,2014,January,Base November 1996=100,Base = 100,146.9
Consumer Price Index,2014,January,Base December 2001=100,Base = 100,124.3
Consumer Price Index,2014,January,Base December 2006=100,Base = 100,105.3
Consumer Price Index,2014,January,Base December 2011=100,Base = 100,100.9
Consumer Price Index,2014,January,Base December 2016=100,Base = 100,99.7
Consumer Price Index,2014,January,Base December 2023=100,Base = 100,82.3
Consumer Price Index,2014,February,Base July 1914=100,Base = 100,
Consumer Price Index,2014,February,Base August 1947=100,Base = 100,
Consumer Price Index,2014,February,Base August 1953=100,Base = 100,
Consumer Price Index,2014,February,Base November 1968=100,Base = 100,
Consumer Price Index,2014,February,Base November 1975=100,Base = 100,673.6
Consumer Price Index,2014,February,Base November 1982=100,Base = 100,246
Consumer Price Index,2014,February,Base November 1989=100,Base = 100,174.4
Consumer Price Index,2014,February,Base November 1996=100,Base = 100,147.8
Consumer Price Index,2014,February,Base December 2001=100,Base = 100,125
Consumer Price Index,2014,February,Base December 2006=100,Base = 100,105.9
Consumer Price Index,2014,February,Base December 2011=100,Base = 100,101.4
Consumer Price Index,2014,February,Base December 2016=100,Base = 100,100.2
Consumer Price Index,2014,February,Base December 2023=100,Base = 100,82.8
Consumer Price Index,2014,March,Base July 1914=100,Base = 100,
Consumer Price Index,2014,March,Base August 1947=100,Base = 100,
Consumer Price Index,2014,March,Base August 1953=100,Base = 100,
Consumer Price Index,2014,March,Base November 1968=100,Base = 100,
Consumer Price Index,2014,March,Base November 1975=100,Base = 100,678
Consumer Price Index,2014,March,Base November 1982=100,Base = 100,247.6
Consumer Price Index,2014,March,Base November 1989=100,Base = 100,175.5
Consumer Price Index,2014,March,Base November 1996=100,Base = 100,148.7
Consumer Price Index,2014,March,Base December 2001=100,Base = 100,125.8
Consumer Price Index,2014,March,Base December 2006=100,Base = 100,106.6
Consumer Price Index,2014,March,Base December 2011=100,Base = 100,102.1
